frame,definition,example,frame_word,def_len
f:Proliferating_in_number,"The number of entities that make up the <em>Set</em> changes from an <em>Initial number</em> to a <em>Final number</em>. Alternatively, the situation can be described in terms of an <em>Initial state</em> and a <em>Final state</em>. In some cases the <em>Attribute</em> (i.e., number) or <em>Difference</em> in number may be mentioned."," Problems in the banking industry <span id='phrase_example'>proliferated</span> dramatically  in the 1980s .
 The number of rural poor  has <span id='phrase_example'>dwindled</span>  from some 250 million   to 26 million .
 How has the <span id='phrase_example'>proliferation</span>  of cellular telephones  affected your amateur mobile operation?      
",FALSE,349
f:Bond_maturation,"A <em>Financial instrument</em> (a bond or insurance) fulfills a condition at a certain <em>Time</em> after which the <em>Issuer</em> of the <em>Financial instrument</em> is legally obligated to pay the <em>Holder</em> a monetary <em>Value</em>, based on the instrument's original <em>Principle</em> and the <em>Interest</em> rate.","The bond had matured to its full value at 30 years.
",FALSE,347
f:Taking_time,"An <em>Activity</em> takes some <em>Time length</em> to complete.  If an <em>Agent</em> is involved they may stand in metonymically for the <em>Activity</em>. For some LUs (e.g., fast, speedy) the <em>Degree</em> to which the <em>Activity</em> is conceived of as taking less time than usual can be expressed.","Under high-pressure situations,  police officers  are  very  <span id='phrase_example'>fast</span>  at reacting to danger .
 The ride was<span id='phrase_example'>speedy</span> and often bumpy.
 How long  will  this  <span id='phrase_example'>take</span>?
",FALSE,346
f:Locative_relation,"A <em>Figure</em> is located relative to a <em>Ground</em> location.  The location of the <em>Figure</em> may be further specified by its <em>Distance</em> from a reference location (generally, the deictic center) and the <em>Direction</em> in which the <em>Figure</em> lies from a reference location (generally, the deictic center)."," The kitchen, with its breakfast / snack bar, <span id='phrase_example'>adjoins</span> on one side while the dining area adjoins on the other side.   
 The cat is<span id='phrase_example'>on</span> the mat .
",FALSE,345
f:Remainder,"A <em>Resource</em> is depleted by some process, resulting in there being only a <em>Remainder</em> in existence some time into or after the process. The original <em>Resource</em> may be indicated metonymically via reference to an <em>Original owner</em>. The <em>Location</em> where the <em>Resource</em> is found may be expressed."," Only this school  is <span id='phrase_example'>left</span>  from the 1970 s; all the other ones are newer.

   Nothing   <span id='phrase_example'>remained</span>   for the youngest brother    from the inheritance 
 Not much  was <span id='phrase_example'>left</span>  in the till 
After the storm,  only two houses  were <span id='phrase_example'>left</span> 
There are only  two poems  <span id='phrase_example'>left</span>  from Quayle 
",FALSE,345
f:Remembering_to_do,"A <em>Cognizer</em> thinks of and performs an <em>Action</em> that is a self- or other-imposed task or some other kind of desirable behavior. The <em>Action</em> may involve a <em>Salient entity</em> in some way affected by the <em>Cognizer</em>. If a <em>Salient entity</em> is mentioned, the <em>Action</em> is left unexpressed.","Did  you  <span id='phrase_example'>remember</span>  about the letter ?
If you <span id='phrase_example'>forget</span>  your textbook  and there is an assignment to be done, the highest grade you will receive on the work is aC (70%).
Thank God  Smithers  <span id='phrase_example'>remembered</span>  to return the video. .
You invited everybody but you <span id='phrase_example'>forgot</span>  Harry .
",FALSE,344
f:Assemble,"A group of <em>Individuals</em> intentionally come together to form a <em>Group</em>.  Alternatively, a grammatically more prominent <em>Party 1</em> assembles with a <em>Party 2</em>, expressed as an oblique phrase.  If this asymmetric construal is chosen, <em>Purpose</em> only relates to <em>Party 1</em>.   "," The Dodgers <span id='phrase_example'>meet</span> the San Francisco Giants  tomorrow  at Dodger Stadium .
 Our study group  is <span id='phrase_example'>convening</span>  outside   today .
 We <span id='phrase_example'>assembled</span> in the courtyard  to talk about our future plans .
",FALSE,323
f:Taking_sides,A <em>Cognizer</em> has a relatively fixed positive or negative point of view towards an <em>Issue</em>.  A <em>Side</em> in a debate concerning an <em>Issue</em> or an <em>Action</em> of a <em>Side</em> may stand in for the <em>Issue</em>.  The <em>Cognizer</em>'s <em>Degree</em> of alignment may also be specified.,"In interviews , it seems like  everyone  is  completely  <span id='phrase_example'>against</span>  this expenditure  .
",FALSE,335
f:Referring_by_name,"A <em>Speaker</em> uses a particular linguistic form, a <em>Name</em> to refer to an <em>Entity</em>.   The <em>Entity</em> often is an interlocutor but may be somebody that the <em>Speaker</em> is talking about, or even just a physical object. Note that we include titles such as ‘Sir’ in the <em>Name</em> category.<ex/>"," Advanced Micro Devices  is going to <span id='phrase_example'>call</span>  its next chip   the Athlon 4 
 
 And then in private  he  <span id='phrase_example'>called</span>  me   Sausage , which really pissed me off. 
 Sharpton <span id='phrase_example'>called</span> him  Obama Baracka  in HIS speech .... of all the people to screw his name up! 
 We  always <span id='phrase_example'>called</span>  her   my lady,  from the moment that she was put at the head of our section;
They corresponded frequently and at length, exchanging intimate letters in which  he  <span id='phrase_example'>addressed</span>  her   as Windflower . 
",FALSE,334
f:Required_event,"Unless a particular <em>Required situation</em> obtains, <em>Negative consequences</em> will follow.  Alternatively, the <em>Required situation</em> is required to achieve a <em>Purpose</em> (which avoids <em>Negative consequences</em>). A set of <em>Circumstances</em> may be specified under which the requirement holds.","
   The book   <span id='phrase_example'>needs</span>   to be shorter   to sell to such a young audience. 

 You <span id='phrase_example'>better</span> have that fixed by tomorrow  or else we'll fire you .

   You   <span id='phrase_example'>must</span>   turn in your test by 5 p.m. 

",FALSE,333
f:Studying,"A <em>Student</em> enrolls and then remains at an <em>Institution</em> for the purposes of education within a <em>Subject</em>.  They may receive instruction from a particular <em>Teacher</em> at the <em>Institution</em>.  The <em>Place</em>, <em>Time</em>, and <em>Duration</em> of the study may also be specified.  "," He  spent ten years <span id='phrase_example'>studying</span>  physics   at the lycee  before he flunked out.
",FALSE,333
f:Become_silent,"A <em>Speaker</em> ceases speaking, sometimes about a particular <em>Topic</em>. An <em>Expressor</em> may also be indicated.<ex/> Very frequently used imperatively, to the extent that certain words and phrases (e.g. <em>not another word, silence, shhh</em>) can only be used this way.","Somehow,  he  managed to <span id='phrase_example'>hold</span>  his  <span id='phrase_example'>tongue</span>.
 The children's laughter <span id='phrase_example'>quieted</span><span id='phrase_example'>down</span>.
Finally,  Jan  <span id='phrase_example'>shut</span> <span id='phrase_example'>up</span>  about his car accident .
 
",FALSE,291
f:Research,"A <em>Researcher</em> (an individual a group or institution) attempts to answer a <em>Question</em> by means of consulting literature,  observation, or conducting experiments in a particular <em>Field</em> pertinent to the <em>Question</em>. The <em>Question</em> may be underspecified in the form of a <em>Topic</em>."," Simmons and Nadel  did <span id='phrase_example'>research</span>  pertaining to Ardea purpurea and Egretta garzetta   in 1998 
",FALSE,330
f:Possibilities,"There exist a number of different possible <em>Event</em>s that may happen in the future.  In most cases, there is an <em>Agent</em> involved who has to consider which of the possible <em>Event</em>s will or should occur.  A <em>Salient entity</em> which is deeply involved in the <em>Event</em> may also be mentioned."," You <ment>have</ment> but two <span id='phrase_example'> choices </span> for your daughter  .
",FALSE,328
